name,chr,start,end,PrL.prob,geneName,location
prL5235,chr17,35897056.0,35898055.0,0.9764,2310061I04Rik,overlapTSS
prL5236,chr2,24918481.0,24919480.0,0.9764,Ehmt1,genic
prL5237,chr2,25331481.0,25332480.0,0.9764,Man1b1,overlapTSS
prL5238,chr2,173021500.0,173022499.0,0.9764,Rbm38,overlapTSS
prL5239,chr3,89998079.0,89999078.0,0.9764,Hax1,overlapTSS
prL5240,chr4,32800026.0,32801025.0,0.9764,Lyrm2,overlapTSS
prL5241,chr4,151995892.0,151996891.0,0.9764,Phf13,overlapTSS
prL5242,chr5,96209982.0,96210981.0,0.9764,Mrpl1,genic
prL5243,chr5,147077425.0,147078424.0,0.9764,Polr1d,genic
prL5244,chr6,108659007.0,108660006.0,0.9764,AC156506.2,genic
prL5245,chr7,79792115.0,79793114.0,0.9764,Mesp1,genic
prL5246,chr9,21002557.0,21003556.0,0.9764,Mrpl4,overlapTSS
prL5247,chr9,109931497.0,109932496.0,0.9764,Mtap4,genic
prL5248,chr11,101245687.0,101246686.0,0.9763,Ramp2,overlapTSS
prL5249,chr14,66910164.0,66911163.0,0.9763,Pnma2,upstream
prL5250,chr14,72709194.0,72710193.0,0.9763,Fndc3a,overlapTSS
prL5251,chr18,75005347.0,75006346.0,0.9763,BC031181,overlapTSS
prL5252,chr4,154855892.0,154856891.0,0.9763,Ttc34,overlapTSS
prL5253,chr5,110543982.0,110544981.0,0.9763,Galnt9,overlapTSS
prL5254,chr5,146844425.0,146845424.0,0.9763,Rasl11a,overlapTSS
prL5255,chr6,113697007.0,113698006.0,0.9763,Tatdn2,overlapTSS
prL5256,chr7,126776487.0,126777486.0,0.9763,Ypel3,overlapTSS
prL5257,chr8,12439001.0,12440000.0,0.9763,Gm5607,downstream
prL5258,chr8,104509101.0,104510100.0,0.9763,Ccdc79,overlapTSS
prL5259,chr9,57560194.0,57561193.0,0.9763,Scamp2,overlapTSS
prL5260,chr9,88438163.0,88439162.0,0.9763,Snx14,overlapTSS
prL5261,chr9,101250671.0,101251670.0,0.9763,SNORA24,intergenic
prL5262,chr1,17096920.0,17097919.0,0.9762,Jph1,overlapTSS
prL5263,chr1,162739870.0,162740869.0,0.9762,Bat2l2,overlapTSS
prL5264,chr10,62792253.0,62793252.0,0.9762,Ccar1,overlapTSS
prL5265,chr10,76237256.0,76238255.0,0.9762,Prmt2,overlapTSS
prL5266,chr10,81346256.0,81347255.0,0.9762,Hmg20b,genic
prL5267,chr11,70700499.0,70701498.0,0.9762,Kif1c,overlapTSS
prL5268,chr13,63239692.0,63240691.0,0.9762,AC130827.3,genic
prL5269,chr13,107889807.0,107890806.0,0.9762,Zswim6,upstream
prL5270,chr14,68083944.0,68084943.0,0.9762,Nefm,genic
prL5271,chr17,28142056.0,28143055.0,0.9762,Scube3,overlapTSS
prL5272,chr19,4169001.0,4170000.0,0.9762,Carns1,genic
prL5273,chr2,91069844.0,91070843.0,0.9762,Slc39a13,overlapTSS
prL5274,chr3,59006079.0,59007078.0,0.9762,Med12l,overlapTSS
prL5275,chr3,88502079.0,88503078.0,0.9762,Lmna,genic
prL5276,chr3,89393079.0,89394078.0,0.9762,Zbtb7b,overlapTSS
prL5277,chr3,97158078.0,97159077.0,0.9762,Acp6,overlapTSS
prL5278,chr3,113630083.0,113631082.0,0.9762,Rnpc3,overlapTSS
prL5279,chr4,122995758.0,122996757.0,0.9762,Mycl1,genic
prL5280,chr5,140705047.0,140706046.0,0.9762,AA881470,genic
prL5281,chr5,142821322.0,142822321.0,0.9762,Tnrc18,upstream
prL5282,chr6,49213002.0,49214001.0,0.9762,Igf2bp3,genic
prL5283,chr7,16398652.0,16399651.0,0.9762,Zc3h4,upstream
prL5284,chr1,75168427.0,75169426.0,0.9761,Zfand2b,overlapTSS
prL5285,chr1,75478426.0,75479425.0,0.9761,Chpf,overlapTSS
prL5286,chr10,80264256.0,80265255.0,0.9761,Dazap1,genic
prL5287,chr11,65162499.0,65163498.0,0.9761,AU040829,overlapTSS
prL5288,chr11,83271499.0,83272498.0,0.9761,U2,genic
prL5289,chr14,30478815.0,30479814.0,0.9761,Cacna1d,genic
prL5290,chr15,61987446.0,61988445.0,0.9761,Myc,genic
prL5291,chr17,24478056.0,24479055.0,0.9761,Mlst8,overlapTSS
prL5292,chr19,36833511.0,36834510.0,0.9761,Tnks2,upstream
prL5293,chr2,48948481.0,48949480.0,0.9761,Orc4l,overlapTSS
prL5294,chr2,129065265.0,129066264.0,0.9761,RP23-24M22.8,overlapTSS
prL5295,chr2,129198265.0,129199264.0,0.9761,Slc20a1,overlapTSS
prL5296,chr3,122274083.0,122275082.0,0.9761,Dnttip2,overlapTSS
prL5297,chr4,154960892.0,154961891.0,0.9761,Hes5,genic
prL5298,chr5,53266762.0,53267761.0,0.9761,AC134463.1,overlapTSS
prL5299,chr7,46957631.0,46958630.0,0.9761,Uevld,overlapTSS
prL5300,chr8,46470647.0,46471646.0,0.9761,Acsl1,overlapTSS
prL5301,chr8,105264101.0,105265100.0,0.9761,Tradd,overlapTSS
prL5302,chr9,44417918.0,44418917.0,0.9761,Ccdc84,overlapTSS
prL5303,chr9,82829394.0,82830393.0,0.9761,Irak1bp1,overlapTSS
prL5304,chr9,118039883.0,118040882.0,0.9761,Azi2,overlapTSS
prL5305,chr9,123111883.0,123112882.0,0.9761,Zdhhc3,genic
prL5306,chr1,24678162.0,24679161.0,0.976,Lmbrd1,overlapTSS
prL5307,chr1,152954871.0,152955870.0,0.976,Nmnat2,overlapTSS
prL5308,chr1,160791870.0,160792869.0,0.976,Rabgap1l,genic
prL5309,chr10,61383253.0,61384252.0,0.976,X99384,overlapTSS
prL5310,chr11,65806499.0,65807498.0,0.976,Zkscan6,overlapTSS
prL5311,chr11,97744687.0,97745686.0,0.976,Pip4k2b,overlapTSS
prL5312,chr11,109361687.0,109362686.0,0.976,RP23-12N20.1,genic
prL5313,chr12,70111014.0,70112013.0,0.976,Nin,overlapTSS
prL5314,chr13,48966632.0,48967631.0,0.976,Fam120a,genic
prL5315,chr13,97240046.0,97241045.0,0.976,Enc1,upstream
prL5316,chr15,58141446.0,58142445.0,0.976,Wdyhv1,genic
prL5317,chr15,73090571.0,73091570.0,0.976,Chrac1,genic
prL5318,chr15,80947571.0,80948570.0,0.976,Adsl,overlapTSS
prL5319,chr16,30388915.0,30389914.0,0.976,Atp13a3,upstream
prL5320,chr2,29802481.0,29803480.0,0.976,Slc27a4,overlapTSS
prL5321,chr2,181459296.0,181460295.0,0.976,Zbtb46,overlapTSS
prL5322,chr3,8923001.0,8924000.0,0.976,Mrps28,overlapTSS
prL5323,chr3,108200083.0,108201082.0,0.976,Cyb561d1,overlapTSS
prL5324,chr4,155220892.0,155221891.0,0.976,Ski,genic
prL5325,chr6,38876002.0,38877001.0,0.976,Hipk2,overlapTSS
prL5326,chr8,47675647.0,47676646.0,0.976,AA386476,genic
prL5327,chr1,74391427.0,74392426.0,0.9759,Ctdsp1,overlapTSS
prL5328,chr10,80398256.0,80399255.0,0.9759,Mbd3,genic
prL5329,chr12,112928790.0,112929789.0,0.9759,Jag2,overlapTSS
prL5330,chr14,14012487.0,14013486.0,0.9759,Atxn7,overlapTSS
prL5331,chr16,95702394.0,95703393.0,0.9759,Ets2,genic
prL5332,chr2,84726844.0,84727843.0,0.9759,Clp1,overlapTSS
prL5333,chr2,132144265.0,132145264.0,0.9759,Slc23a2,overlapTSS
prL5334,chr2,156841265.0,156842264.0,0.9759,Tgif2,genic
prL5335,chr3,129831083.0,129832082.0,0.9759,Gar1,overlapTSS
prL5336,chr4,109117396.0,109118395.0,0.9759,Osbpl9,overlapTSS
prL5337,chr4,140246086.0,140247085.0,0.9759,Igsf21,overlapTSS
prL5338,chr6,4601001.0,4602000.0,0.9759,Casd1,genic
prL5339,chr6,35133001.0,35134000.0,0.9759,Cnot4,overlapTSS
prL5340,chr7,127207487.0,127208486.0,0.9759,Tbc1d10b,overlapTSS
prL5341,chr9,52167896.0,52168895.0,0.9759,Zc3h12c,overlapTSS
prL5342,chr9,114688883.0,114689882.0,0.9759,Dync1li1,genic
prL5343,chr1,58445157.0,58446156.0,0.9758,Ppil3,overlapTSS
prL5344,chr1,63177427.0,63178426.0,0.9758,Eef1b2,genic
prL5345,chr1,93478424.0,93479423.0,0.9758,3-Sep,overlapTSS
prL5346,chr10,80471256.0,80472255.0,0.9758,U6,upstream
prL5347,chr11,61266499.0,61267498.0,0.9758,Aldh3a2,overlapTSS
prL5348,chr11,75679499.0,75680498.0,0.9758,Crk,genic
prL5349,chr12,17881195.0,17882194.0,0.9758,CT030170.1,overlapTSS
prL5350,chr12,113097790.0,113098789.0,0.9758,Mta1,overlapTSS
prL5351,chr13,40722632.0,40723631.0,0.9758,Tcfap2a,genic
prL5352,chr13,108157807.0,108158806.0,0.9758,Ndufaf2,overlapTSS
prL5353,chr14,57665164.0,57666163.0,0.9758,Xpo4,upstream
prL5354,chr16,17530908.0,17531907.0,0.9758,Thap7,overlapTSS
prL5355,chr17,26123056.0,26124055.0,0.9758,Tmem8,genic
prL5356,chr17,35001056.0,35002055.0,0.9758,Vars,overlapTSS
prL5357,chr2,119350265.0,119351264.0,0.9758,Chac1,overlapTSS
prL5358,chr2,166906501.0,166907500.0,0.9758,Cse1l,genic
prL5359,chr3,98013078.0,98014077.0,0.9758,Notch2,intergenic
prL5360,chr4,155812892.0,155813891.0,0.9758,Ccnl2,genic
prL5361,chr5,21425183.0,21426182.0,0.9758,Fam185a,genic
prL5362,chr5,145114132.0,145115131.0,0.9758,Kpna7,genic
prL5363,chr5,145166132.0,145167131.0,0.9758,Ptcd1,overlapTSS
prL5364,chr6,49074002.0,49075001.0,0.9758,2410003K15Rik,genic
prL5365,chr9,20459557.0,20460556.0,0.9758,Zfp26,overlapTSS
prL5366,chr9,64385194.0,64386193.0,0.9758,Megf11,overlapTSS
prL5367,chr9,108826670.0,108827669.0,0.9758,Celsr3,genic
prL5368,chr1,88277426.0,88278425.0,0.9757,Hjurp,overlapTSS
prL5369,chr1,131244424.0,131245423.0,0.9757,Rassf5,overlapTSS
prL5370,chr11,71750499.0,71751498.0,0.9757,Wscd1,genic
prL5371,chr11,83302499.0,83303498.0,0.9757,Ap2b1,genic
prL5372,chr12,3891001.0,3892000.0,0.9757,Dnmt3a,genic
prL5373,chr12,55599014.0,55600013.0,0.9757,Insm2,overlapTSS
prL5374,chr14,57798164.0,57799163.0,0.9757,Sap18,overlapTSS
prL5375,chr16,11065908.0,11066907.0,0.9757,Litaf,overlapTSS
prL5376,chr17,32321056.0,32322055.0,0.9757,Akap8,overlapTSS
prL5377,chr17,56039578.0,56040577.0,0.9757,Chaf1a,overlapTSS
prL5378,chr17,65883661.0,65884660.0,0.9757,Ralbp1,genic
prL5379,chr18,53176347.0,53177346.0,0.9757,Snx2,genic
prL5380,chr3,89337079.0,89338078.0,0.9757,Efna4,overlapTSS
prL5381,chr3,126596083.0,126597082.0,0.9757,Camk2d,overlapTSS
prL5382,chr4,53440129.0,53441128.0,0.9757,Slc44a1,overlapTSS
prL5383,chr5,28071461.0,28072460.0,0.9757,Insig1,genic
prL5384,chr5,35757352.0,35758351.0,0.9757,Ablim2,overlapTSS
prL5385,chr5,65763762.0,65764761.0,0.9757,AC156029.3,overlapTSS
prL5386,chr6,136807480.0,136808479.0,0.9757,H2afj,overlapTSS
prL5387,chr7,44868631.0,44869630.0,0.9757,Ptov1,genic
prL5388,chr9,44919918.0,44920917.0,0.9757,Atp5l,overlapTSS
prL5389,chr1,153332871.0,153333870.0,0.9756,Lamc1,upstream
prL5390,chr11,69919499.0,69920498.0,0.9756,Eif5a,genic
prL5391,chr12,76371014.0,76372013.0,0.9756,Zbtb1,genic
prL5392,chr17,40934052.0,40935051.0,0.9756,Cenpq,overlapTSS
prL5393,chr2,35109481.0,35110480.0,0.9756,Cep110,overlapTSS
prL5394,chr3,79286079.0,79287078.0,0.9756,U6,intergenic
prL5395,chr4,104367396.0,104368395.0,0.9756,Dab1,genic
prL5396,chr4,126753757.0,126754756.0,0.9756,AU040320,genic
prL5397,chr5,115326992.0,115327991.0,0.9756,Sfrs9,overlapTSS
prL5398,chr5,143180322.0,143181321.0,0.9756,Rbak,overlapTSS
prL5399,chr6,47651002.0,47652001.0,0.9756,Y_RNA,intergenic
prL5400,chr7,16816652.0,16817651.0,0.9756,Strn4,genic
prL5401,chr8,91313102.0,91314101.0,0.9756,Rpgrip1l,overlapTSS
prL5402,chr8,105374101.0,105375100.0,0.9756,Plekhg4,genic
prL5403,chr9,20868557.0,20869556.0,0.9756,A230050P20Rik,overlapTSS
prL5404,chr1,50927157.0,50928156.0,0.9755,Tmeff2,genic
prL5405,chr1,53296157.0,53297156.0,0.9755,Pms1,overlapTSS
prL5406,chr11,95336687.0,95337686.0,0.9755,RP23-265A5.5,overlapTSS
prL5407,chr11,101464687.0,101465686.0,0.9755,Vat1,genic
prL5408,chr12,21286140.0,21287139.0,0.9755,Itgb1bp1,overlapTSS
prL5409,chr15,36792246.0,36793245.0,0.9755,Ywhaz,genic
prL5410,chr16,90933756.0,90934755.0,0.9755,1110004E09Rik,genic
prL5411,chr17,17827037.0,17828036.0,0.9755,mmu-mir-99b,upstream
prL5412,chr17,27555056.0,27556055.0,0.9755,Hmga1,upstream
prL5413,chr17,43801052.0,43802051.0,0.9755,Rcan2,overlapTSS
prL5414,chr19,5307001.0,5308000.0,0.9755,Gal3st3,genic
prL5415,chr2,35581481.0,35582480.0,0.9755,Dab2ip,genic
prL5416,chr2,71211944.0,71212943.0,0.9755,Dync1i2,genic
prL5417,chr2,174076500.0,174077499.0,0.9755,Stx16,genic
prL5418,chr3,132949037.0,132950036.0,0.9755,Npnt,genic
prL5419,chr5,107986982.0,107987981.0,0.9755,Fam69a,overlapTSS
prL5420,chr5,111416981.0,111417980.0,0.9755,Mn1,overlapTSS
prL5421,chr5,143527133.0,143528132.0,0.9755,Rac1,overlapTSS
prL5422,chr6,38551001.0,38552000.0,0.9755,Luc7l2,overlapTSS
prL5423,chr6,120036983.0,120037982.0,0.9755,Hsn2,genic
prL5424,chr7,28741982.0,28742981.0,0.9755,Sars2,overlapTSS
prL5425,chr8,72135102.0,72136101.0,0.9755,Tpm4,genic
prL5426,chr1,39577156.0,39578155.0,0.9754,Rnf149,overlapTSS
prL5427,chr10,7681203.0,7682202.0,0.9754,Pcmt1,upstream
prL5428,chr10,110919945.0,110920944.0,0.9754,Csrp2,overlapTSS
prL5429,chr12,44210014.0,44211013.0,0.9754,Dnajb9,overlapTSS
prL5430,chr12,110977791.0,110978790.0,0.9754,Ankrd9,genic
prL5431,chr2,59881944.0,59882943.0,0.9754,Wdsub1,overlapTSS
prL5432,chr2,70561944.0,70562943.0,0.9754,AC097273.3,genic
prL5433,chr2,91526844.0,91527843.0,0.9754,Ckap5,genic
prL5434,chr2,114654265.0,114655264.0,0.9754,Atpbd4,overlapTSS
prL5435,chr5,62765762.0,62766761.0,0.9754,Arap2,overlapTSS
prL5436,chr5,112393981.0,112394980.0,0.9754,Asphd2,upstream
prL5437,chr5,130002131.0,130003130.0,0.9754,Gusb,overlapTSS
prL5438,chr6,29474001.0,29475000.0,0.9754,Kcp,genic
prL5439,chr6,54992007.0,54993006.0,0.9754,Ggct,overlapTSS
prL5440,chr7,3645399.0,3646398.0,0.9754,Cnot3,genic
prL5441,chr7,90456491.0,90457490.0,0.9754,Tmem126a,overlapTSS
prL5442,chr8,87958102.0,87959101.0,0.9754,Zfp423,genic
prL5443,chrX,151520458.0,151521457.0,0.9754,Phf8,overlapTSS
prL5444,chr1,91398424.0,91399423.0,0.9753,Ilkap,overlapTSS
prL5445,chr10,59950253.0,59951252.0,0.9753,Ddit4,genic
prL5446,chr10,78069256.0,78070255.0,0.9753,Icosl,intergenic
prL5447,chr10,80577256.0,80578255.0,0.9753,Klf16,overlapTSS
prL5448,chr11,77514499.0,77515498.0,0.9753,Trp53i13,genic
prL5449,chr11,120713687.0,120714686.0,0.9753,Stra13,overlapTSS
prL5450,chr13,31559132.0,31560131.0,0.9753,Foxq1,genic
prL5451,chr13,107890807.0,107891806.0,0.9753,Zswim6,upstream
prL5452,chr14,18238487.0,18239486.0,0.9753,Nr1d2,overlapTSS
prL5453,chr15,68362439.0,68363438.0,0.9753,mmu-mir-30d,intergenic
prL5454,chr16,13255908.0,13256907.0,0.9753,Mkl2,overlapTSS
prL5455,chr17,71474661.0,71475660.0,0.9753,Smchd1,overlapTSS
prL5456,chr2,91255844.0,91256843.0,0.9753,Pacsin3,overlapTSS
prL5457,chr4,142084086.0,142085085.0,0.9753,Tmem51,overlapTSS
prL5458,chr5,18360183.0,18361182.0,0.9753,Gnai1,overlapTSS
prL5459,chr5,90364976.0,90365974.0,0.9753,Ankrd17,genic
prL5460,chr9,21509557.0,21510556.0,0.9753,Tmed1,overlapTSS
prL5461,chr1,153899871.0,153900870.0,0.9752,5830403L16Rik,overlapTSS
prL5462,chr11,57801499.0,57802498.0,0.9752,Sap30l,overlapTSS
prL5463,chr12,105031791.0,105032790.0,0.9752,Glrx5,overlapTSS
prL5464,chr12,106009791.0,106010790.0,0.9752,Vrk1,overlapTSS
prL5465,chr13,51847632.0,51848631.0,0.9752,Gadd45g,genic
prL5466,chr16,20609928.0,20610927.0,0.9752,Alg3,overlapTSS
prL5467,chr17,7169652.0,7170651.0,0.9752,Rps6ka2,overlapTSS
prL5468,chr17,46496052.0,46497051.0,0.9752,CT030702.2,genic
prL5469,chr17,65612661.0,65613660.0,0.9752,Vapa,overlapTSS
prL5470,chr19,34877511.0,34878510.0,0.9752,Pank1,overlapTSS
prL5471,chr2,118388265.0,118389264.0,0.9752,Eif2ak4,overlapTSS
prL5472,chr2,156312265.0,156313264.0,0.9752,Scand1,overlapTSS
prL5473,chr4,122885758.0,122886757.0,0.9752,Cap1,overlapTSS
prL5474,chr5,113734992.0,113735991.0,0.9752,Ficd,overlapTSS
prL5475,chr8,83875102.0,83876101.0,0.9752,AC156028.2,intergenic
prL5476,chr8,94601101.0,94602100.0,0.9752,Fam192a,overlapTSS
prL5477,chr9,45983918.0,45984917.0,0.9752,Pafah1b2,overlapTSS
prL5478,chr9,57537194.0,57538193.0,0.9752,2310046O06Rik,overlapTSS
prL5479,chr1,10231920.0,10232919.0,0.9751,Arfgef1,overlapTSS
prL5480,chr10,21160195.0,21161194.0,0.9751,Myb,overlapTSS
prL5481,chr11,57644499.0,57645498.0,0.9751,RP23-144P24.4,genic
prL5482,chr11,120624687.0,120625686.0,0.9751,Sirt7,overlapTSS
prL5483,chr13,3610755.0,3611754.0,0.9751,BC016423,overlapTSS
prL5484,chr13,38204132.0,38205131.0,0.9751,Snrnp48,overlapTSS
prL5485,chr15,51877455.0,51878454.0,0.9751,Utp23,genic
prL5486,chr15,74518571.0,74519570.0,0.9751,Bai1,genic
prL5487,chr19,47731511.0,47732510.0,0.9751,6330577E15Rik,overlapTSS
prL5488,chr2,18997374.0,18998373.0,0.9751,Pip4k2a,overlapTSS
prL5489,chr2,25180481.0,25181480.0,0.9751,Nrarp,overlapTSS
prL5490,chr2,25195481.0,25196480.0,0.9751,A830007P12Rik,genic
prL5491,chr2,94009844.0,94010843.0,0.9751,Alkbh3,overlapTSS
prL5492,chr5,103654982.0,103655981.0,0.9751,1700016H13Rik,genic
prL5493,chr5,143112322.0,143113321.0,0.9751,Rnf216,overlapTSS
prL5494,chr6,83441007.0,83442006.0,0.9751,B430006D22Rik,overlapTSS
prL5495,chr6,145865481.0,145866480.0,0.9751,Bhlhe41,overlapTSS
prL5496,chr7,116443487.0,116444486.0,0.9751,Pik3c2a,intergenic
prL5497,chr8,119344101.0,119345100.0,0.9751,Hsbp1,overlapTSS
prL5498,chr9,25481416.0,25482415.0,0.9751,Eepd1,overlapTSS
prL5499,chr9,58554194.0,58555193.0,0.9751,Gm10657,overlapTSS
prL5500,chr9,75314194.0,75315193.0,0.9751,Gnb5,genic
prL5501,chr9,120571884.0,120572883.0,0.9751,Rpl14,genic
prL5502,chr9,120932883.0,120933882.0,0.9751,Ctnnb1,genic
prL5503,chr1,151344871.0,151345870.0,0.975,Ivns1abp,genic
prL5504,chr10,77418256.0,77419255.0,0.975,Adarb1,overlapTSS
prL5505,chr11,52098499.0,52099498.0,0.975,AL669920.2,genic
prL5506,chr11,106065687.0,106066686.0,0.975,RP23-81G14.13,overlapTSS
prL5507,chr13,65112693.0,65113692.0,0.975,Hiatl1,overlapTSS
prL5508,chr13,74316553.0,74317552.0,0.975,Pdcd6,overlapTSS
prL5509,chr14,52197326.0,52198325.0,0.975,AC159323.1,overlapTSS
prL5510,chr16,93682756.0,93683755.0,0.975,Cbr3,overlapTSS
prL5511,chr19,40271511.0,40272510.0,0.975,Pdlim1,overlapTSS
prL5512,chr2,18026374.0,18027373.0,0.975,A930004D18Rik,genic
prL5513,chr2,35108481.0,35109480.0,0.975,Cep110,upstream
prL5514,chr4,15957854.0,15958853.0,0.975,Nbn,overlapTSS
prL5515,chr4,125489757.0,125490756.0,0.975,Grik3,overlapTSS
prL5516,chr4,141444086.0,141445085.0,0.975,Zbtb17,overlapTSS
prL5517,chr7,119720487.0,119721486.0,0.975,Thumpd1,overlapTSS
prL5518,chr8,84148102.0,84149101.0,0.975,4930432K21Rik,genic
prL5519,chr8,93810101.0,93811100.0,0.975,AC126451.1,overlapTSS
prL5520,chr9,20606557.0,20607556.0,0.975,RP23-99O13.4,overlapTSS
prL5521,chr9,79759194.0,79760193.0,0.975,Cox7a2,overlapTSS
prL5522,chr1,57774157.0,57775156.0,0.9749,Spats2l,overlapTSS
prL5523,chr10,82178256.0,82179255.0,0.9749,RP24-406I15.1,genic
prL5524,chr14,118136779.0,118137778.0,0.9749,Gpr180,overlapTSS
prL5525,chr15,81522571.0,81523570.0,0.9749,Rbx1,intergenic
prL5526,chr17,34850056.0,34851055.0,0.9749,Skiv2l,overlapTSS
prL5527,chr19,53313511.0,53314510.0,0.9749,Mxi1,genic
prL5528,chr2,3283729.0,3284728.0,0.9749,Nmt2,overlapTSS
prL5529,chr2,130424265.0,130425264.0,0.9749,Fam113a,overlapTSS
prL5530,chr3,116861083.0,116862082.0,0.9749,Frrs1,intergenic
prL5531,chr4,133277086.0,133278085.0,0.9749,Tmem222,overlapTSS
prL5532,chr5,36483352.0,36484351.0,0.9749,AC131803.3,overlapTSS
prL5533,chr6,29736001.0,29737000.0,0.9749,Smo,genic
prL5534,chr6,90716007.0,90717006.0,0.9749,Iqsec1,overlapTSS
prL5535,chr6,125165983.0,125166982.0,0.9749,Gapdh,overlapTSS
prL5536,chr8,83741102.0,83742101.0,0.9749,Cd97,overlapTSS
prL5537,chr8,107150101.0,107151100.0,0.9749,Cyb5b,overlapTSS
prL5538,chr8,107587101.0,107588100.0,0.9749,Psmd7,genic
prL5539,chr9,45054918.0,45055917.0,0.9749,Mpzl3,overlapTSS
prL5540,chr11,95586687.0,95587686.0,0.9748,Ngfr,genic
prL5541,chr16,33829915.0,33830914.0,0.9748,Itgb5,genic
prL5542,chr17,26069056.0,26070055.0,0.9748,Rab11fip3,overlapTSS
prL5543,chr17,66449661.0,66450660.0,0.9748,1110012J17Rik,overlapTSS
prL5544,chr19,5567001.0,5568000.0,0.9748,Gm962,upstream
prL5545,chr19,6933511.0,6934510.0,0.9748,Kcnk4,genic
prL5546,chr2,152396265.0,152397264.0,0.9748,Sox12,genic
prL5547,chr3,107517083.0,107518082.0,0.9748,Slc6a17,overlapTSS
prL5548,chr4,123341758.0,123342757.0,0.9748,Bmp8a,genic
prL5549,chr5,24351183.0,24352182.0,0.9748,Kcnh2,overlapTSS
prL5550,chr7,80186115.0,80187114.0,0.9748,Sema4b,overlapTSS
prL5551,chr9,65345194.0,65346193.0,0.9748,Pdcd7,overlapTSS
prL5552,chr10,99107367.0,99108366.0,0.9747,Wdr51b,genic
prL5553,chr11,60538499.0,60539498.0,0.9747,Alkbh5,genic
prL5554,chr11,95858687.0,95859686.0,0.9747,RP23-151M22.7,overlapTSS
prL5555,chr12,69681014.0,69682013.0,0.9747,Sos2,overlapTSS
prL5556,chr13,30973132.0,30974131.0,0.9747,Exoc2,overlapTSS
prL5557,chr15,76522571.0,76523570.0,0.9747,Scrt1,upstream
prL5558,chr19,5118001.0,5119000.0,0.9747,Klc2,overlapTSS
prL5559,chr2,71545944.0,71546943.0,0.9747,Dlx2,overlapTSS
prL5560,chr4,141546086.0,141547085.0,0.9747,AL670446.2,genic
prL5561,chr6,47830002.0,47831001.0,0.9747,Zfp786,overlapTSS
prL5562,chr6,86793007.0,86794006.0,0.9747,Anxa4,overlapTSS
prL5563,chr6,120362983.0,120363982.0,0.9747,Ccdc77,genic
prL5564,chr7,19358652.0,19359651.0,0.9747,Cd3eap,overlapTSS
prL5565,chr8,25200529.0,25201528.0,0.9747,Tacc1,overlapTSS
prL5566,chr9,106429670.0,106430669.0,0.9747,Rpl29,genic
prL5567,chrX,104199662.0,104200661.0,0.9747,C77370,genic
prL5568,chr1,9699920.0,9700919.0,0.9746,Mybl1,overlapTSS
prL5569,chr10,41476195.0,41477194.0,0.9746,Mical1,overlapTSS
prL5570,chr10,103367367.0,103368366.0,0.9746,Slc6a15,overlapTSS
prL5571,chr11,49712499.0,49713498.0,0.9746,Cnot6,overlapTSS
prL5572,chr14,76556194.0,76557193.0,0.9746,Serp2,overlapTSS
prL5573,chr15,58822446.0,58823445.0,0.9746,Tmem65,genic
prL5574,chr16,18088908.0,18089907.0,0.9746,Prodh,overlapTSS
prL5575,chr16,38549919.0,38550918.0,0.9746,Ktelc1,overlapTSS
prL5576,chr17,27622056.0,27623055.0,0.9746,Nudt3,genic
prL5577,chr17,31296056.0,31297055.0,0.9746,Slc37a1,overlapTSS
prL5578,chr17,35236056.0,35237055.0,0.9746,Atp6v1g2,genic
prL5579,chr17,37002056.0,37003055.0,0.9746,Zfp57,overlapTSS
prL5580,chr19,5041001.0,5042000.0,0.9746,B3gnt1,genic
prL5581,chr19,5844001.0,5845000.0,0.9746,AC142098.4,upstream
prL5582,chr19,41895511.0,41896510.0,0.9746,Rrp12,overlapTSS
prL5583,chr3,57651079.0,57652078.0,0.9746,Commd2,overlapTSS
prL5584,chr4,89294097.0,89295096.0,0.9746,Cdkn2a,overlapTSS
prL5585,chr4,117681396.0,117682395.0,0.9746,Dmap1,overlapTSS
prL5586,chr5,23843183.0,23844182.0,0.9746,Tomm7,overlapTSS
prL5587,chr5,144223132.0,144224131.0,0.9746,Tecpr1,overlapTSS
prL5588,chr5,145083132.0,145084131.0,0.9746,Kpna7,genic
prL5589,chr6,83317007.0,83318006.0,0.9746,Mthfd2,overlapTSS
prL5590,chr7,29154982.0,29155981.0,0.9746,Fam98c,genic
prL5591,chr7,45466631.0,45467630.0,0.9746,Bax,overlapTSS
prL5592,chr8,41132647.0,41133646.0,0.9746,Mtus1,genic
prL5593,chr9,103111671.0,103112670.0,0.9746,Cdv3,genic
prL5594,chr1,92641424.0,92642423.0,0.9745,Myeov2,overlapTSS
prL5595,chr11,79145499.0,79146498.0,0.9745,Ksr1,overlapTSS
prL5596,chr11,95823687.0,95824686.0,0.9745,Zfp652,genic
prL5597,chr12,113155790.0,113156789.0,0.9745,4930427A07Rik,overlapTSS
prL5598,chr14,54686164.0,54687163.0,0.9745,Acin1,overlapTSS
prL5599,chr14,101607784.0,101608783.0,0.9745,Tbc1d4,genic
prL5600,chr17,46650052.0,46651051.0,0.9745,CT030702.2,genic
prL5601,chr19,5610001.0,5611000.0,0.9745,Kat5,overlapTSS
prL5602,chr19,6306001.0,6307000.0,0.9745,Cdc42bpg,overlapTSS
prL5603,chr19,8773511.0,8774510.0,0.9745,Tmem179b,overlapTSS
